Airline Name,Flight Type,Review Category,Review Text,Sentiment,Rating,Date of Travel,Source,Destination,Sentiment Score,Fake Review
Air India,International,Legroom,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,9/20/2024,Pune,London,0.94,0
Air India,International,Cabin Crew Service,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,5/18/2024,Delhi,New York,0.92,0
GoAir,Domestic,Punctuality,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,6/19/2024,Kolkata,Bangkok,1,1
SpiceJet,International,Food,"I had a very bad experience with this airline. My baggage was lost, and the staff didn't provide any assistance. The food was of poor quality, and the service was extremely slow. The cabin crew seemed indifferent to passenger needs. Would not recommend flying with them.",Negative,1,7/11/2024,Delhi,Dubai,0.07,0
IndiGo,Domestic,Cabin Crew Service,"The worst experience ever! My flight was delayed for over 4 hours, and there was no proper communication from the airline staff. The seats were extremely uncomfortable, and there was barely any legroom. The food served was cold and tasteless, and the cabin crew was rude and unhelpful. I will never fly with this airline again!",Negative,1,10/19/2024,Pune,Sydney,0.11,0
AirAsia India,International,Legroom,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,10/20/2024,Delhi,Dubai,0.63,0
GoAir,International,Legroom,"The worst experience ever! My flight was delayed for over 4 hours, and there was no proper communication from the airline staff. The seats were extremely uncomfortable, and there was barely any legroom. The food served was cold and tasteless, and the cabin crew was rude and unhelpful. I will never fly with this airline again!",Negative,2,5/27/2024,Chennai,Paris,0.35,0
IndiGo,International,Overall Experience,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,8/14/2024,Mumbai,Dubai,0.92,0
SpiceJet,International,Food,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,1/6/2025,Kolkata,Bangkok,0.71,0
Vistara,Domestic,Punctuality,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,6/23/2024,Chennai,Bangkok,0.89,0
GoAir,International,Cabin Crew Service,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,10/25/2024,Chennai,Sydney,1,0
Air India,Domestic,Overall Experience,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,8/29/2024,Pune,Dubai,0.85,0
GoAir,Domestic,Overall Experience,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,5/23/2024,Mumbai,Bangkok,0.6,0
AirAsia India,Domestic,Overall Experience,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,3/8/2024,Delhi,Sydney,0.72,0
IndiGo,International,Punctuality,"The worst experience ever! My flight was delayed for over 4 hours, and there was no proper communication from the airline staff. The seats were extremely uncomfortable, and there was barely any legroom. The food served was cold and tasteless, and the cabin crew was rude and unhelpful. I will never fly with this airline again!",Negative,1,8/1/2024,Ahmedabad,London,0.07,0
AirAsia India,International,Seat Comfort,"During the flight, a medical emergency occurred. A passenger fainted, and the crew had to provide assistance. While they handled the situation well, it delayed our journey, and we had to make an emergency landing. The experience was quite stressful.",Emergency,1,2/20/2025,Hyderabad,Sydney,0.14,0
SpiceJet,International,Cabin Crew Service,"A terrifying experience! There was severe turbulence throughout the flight, and the pilot didn't provide any reassurance. Passengers were visibly panicked, and the crew did little to comfort us. I have never been this scared on a flight before.",Emergency,1,8/18/2024,Chennai,Sydney,0.08,1
GoAir,Domestic,Legroom,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,3/12/2024,Bangalore,Sydney,0.91,0
GoAir,International,Punctuality,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,2/3/2025,Ahmedabad,Paris,0.71,0
Vistara,Domestic,Punctuality,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,10/31/2024,Bangalore,Toronto,0.69,0
SpiceJet,International,Cabin Crew Service,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,7/5/2024,Pune,New York,0.84,0
GoAir,Domestic,Food,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,9/24/2024,Ahmedabad,Sydney,0.63,0
SpiceJet,International,Overall Experience,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,2/3/2025,Kolkata,London,0.75,1
SpiceJet,International,Seat Comfort,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,6/22/2024,Bangalore,Paris,0.75,0
IndiGo,International,Legroom,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,10/5/2024,Pune,New York,0.87,0
GoAir,International,Cabin Crew Service,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,12/5/2024,Ahmedabad,Sydney,0.62,0
AirAsia India,Domestic,Cabin Crew Service,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,2/5/2025,Mumbai,Toronto,0.65,0
SpiceJet,International,Cabin Crew Service,"The worst experience ever! My flight was delayed for over 4 hours, and there was no proper communication from the airline staff. The seats were extremely uncomfortable, and there was barely any legroom. The food served was cold and tasteless, and the cabin crew was rude and unhelpful. I will never fly with this airline again!",Negative,1,3/4/2024,Ahmedabad,Dubai,0.38,0
SpiceJet,Domestic,Punctuality,"Absolutely terrible! The check-in process was a nightmare with long queues and inefficient staff. The flight was delayed, and there was no proper apology from the airline. The seats were cramped, and the in-flight entertainment was outdated. Highly disappointed.",Negative,1,12/7/2024,Hyderabad,Dubai,0.1,0
SpiceJet,Domestic,Cabin Crew Service,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,2/3/2025,Delhi,London,0.75,1
SpiceJet,Domestic,Punctuality,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,12/20/2024,Chennai,New York,0.97,0
GoAir,Domestic,Seat Comfort,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,8/1/2024,Pune,Dubai,0.99,0
AirAsia India,Domestic,Food,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,6/13/2024,Chennai,Paris,0.69,0
Vistara,Domestic,Food,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,10/20/2024,Hyderabad,New York,0.73,1
AirAsia India,Domestic,Seat Comfort,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,1/15/2025,Kolkata,Singapore,0.61,0
Air India,Domestic,Punctuality,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,2/17/2025,Bangalore,London,0.62,1
SpiceJet,International,Food,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,2/12/2025,Chennai,Dubai,0.87,0
GoAir,Domestic,Food,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,5/30/2024,Bangalore,Singapore,0.77,0
SpiceJet,Domestic,Cabin Crew Service,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,1/21/2025,Ahmedabad,Bangkok,0.95,0
Air India,Domestic,Food,"Absolutely terrible! The check-in process was a nightmare with long queues and inefficient staff. The flight was delayed, and there was no proper apology from the airline. The seats were cramped, and the in-flight entertainment was outdated. Highly disappointed.",Negative,1,6/22/2024,Bangalore,Dubai,0.25,0
SpiceJet,Domestic,Food,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,8/12/2024,Chennai,London,0.66,0
GoAir,International,Food,"Absolutely terrible! The check-in process was a nightmare with long queues and inefficient staff. The flight was delayed, and there was no proper apology from the airline. The seats were cramped, and the in-flight entertainment was outdated. Highly disappointed.",Negative,2,4/23/2024,Hyderabad,Dubai,0.17,0
Vistara,International,Legroom,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,5/27/2024,Mumbai,Dubai,0.6,0
GoAir,Domestic,Overall Experience,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,9/17/2024,Chennai,Paris,0.68,0
SpiceJet,Domestic,Overall Experience,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,2/21/2025,Pune,New York,0.96,0
GoAir,International,Cabin Crew Service,"The flight had to make an emergency landing due to a technical failure. We were stuck on the tarmac for hours with no information on what was happening. The airline handled the situation poorly, causing a lot of frustration among passengers.",Emergency,1,4/30/2024,Chennai,Paris,0.08,1
SpiceJet,Domestic,Punctuality,"The worst experience ever! My flight was delayed for over 4 hours, and there was no proper communication from the airline staff. The seats were extremely uncomfortable, and there was barely any legroom. The food served was cold and tasteless, and the cabin crew was rude and unhelpful. I will never fly with this airline again!",Negative,2,3/15/2024,Delhi,Toronto,0.11,0
SpiceJet,Domestic,Overall Experience,"I had a very bad experience with this airline. My baggage was lost, and the staff didn't provide any assistance. The food was of poor quality, and the service was extremely slow. The cabin crew seemed indifferent to passenger needs. Would not recommend flying with them.",Negative,3,12/28/2024,Hyderabad,Paris,0.1,0
Air India,Domestic,Seat Comfort,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,1/17/2025,Bangalore,London,0.73,0
GoAir,International,Punctuality,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,2/21/2025,Delhi,Dubai,0.92,0
SpiceJet,International,Cabin Crew Service,"Absolutely terrible! The check-in process was a nightmare with long queues and inefficient staff. The flight was delayed, and there was no proper apology from the airline. The seats were cramped, and the in-flight entertainment was outdated. Highly disappointed.",Negative,1,6/10/2024,Chennai,Paris,0.35,0
IndiGo,International,Overall Experience,"The flight had to make an emergency landing due to a technical failure. We were stuck on the tarmac for hours with no information on what was happening. The airline handled the situation poorly, causing a lot of frustration among passengers.",Emergency,1,12/16/2024,Hyderabad,Sydney,0.13,1
Vistara,International,Seat Comfort,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,7/1/2024,Mumbai,Toronto,0.72,0
Vistara,Domestic,Food,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,11/17/2024,Ahmedabad,Bangkok,1,0
GoAir,International,Cabin Crew Service,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,12/23/2024,Ahmedabad,Sydney,0.8,0
GoAir,Domestic,Seat Comfort,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,9/21/2024,Ahmedabad,Singapore,0.8,0
SpiceJet,Domestic,Legroom,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,8/11/2024,Mumbai,New York,0.72,0
Air India,International,Overall Experience,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,10/4/2024,Ahmedabad,Dubai,0.61,0
Vistara,International,Legroom,"During the flight, a medical emergency occurred. A passenger fainted, and the crew had to provide assistance. While they handled the situation well, it delayed our journey, and we had to make an emergency landing. The experience was quite stressful.",Emergency,1,10/21/2024,Pune,London,0.15,0
Vistara,Domestic,Cabin Crew Service,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,3/15/2024,Hyderabad,Bangkok,0.86,0
SpiceJet,Domestic,Cabin Crew Service,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,10/3/2024,Ahmedabad,Sydney,0.63,0
GoAir,International,Seat Comfort,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,8/15/2024,Mumbai,New York,0.78,0
SpiceJet,Domestic,Legroom,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,4/24/2024,Mumbai,Paris,0.96,0
IndiGo,Domestic,Seat Comfort,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,1/8/2025,Mumbai,Sydney,0.95,0
IndiGo,Domestic,Cabin Crew Service,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,3/9/2024,Chennai,Dubai,0.94,0
SpiceJet,Domestic,Seat Comfort,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,8/1/2024,Hyderabad,London,0.82,0
Air India,International,Legroom,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,7/1/2024,Delhi,Toronto,0.87,0
IndiGo,Domestic,Legroom,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,12/31/2024,Hyderabad,Bangkok,0.69,0
GoAir,Domestic,Overall Experience,"The worst experience ever! My flight was delayed for over 4 hours, and there was no proper communication from the airline staff. The seats were extremely uncomfortable, and there was barely any legroom. The food served was cold and tasteless, and the cabin crew was rude and unhelpful. I will never fly with this airline again!",Negative,2,10/11/2024,Chennai,Dubai,0.05,0
Vistara,Domestic,Punctuality,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,10/18/2024,Bangalore,Bangkok,0.62,0
GoAir,International,Punctuality,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,12/5/2024,Bangalore,Singapore,0.96,0
AirAsia India,Domestic,Seat Comfort,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,2/7/2025,Chennai,Singapore,0.99,0
Air India,International,Seat Comfort,"The worst experience ever! My flight was delayed for over 4 hours, and there was no proper communication from the airline staff. The seats were extremely uncomfortable, and there was barely any legroom. The food served was cold and tasteless, and the cabin crew was rude and unhelpful. I will never fly with this airline again!",Negative,3,3/23/2024,Chennai,Bangkok,0.2,0
IndiGo,International,Punctuality,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,9/11/2024,Ahmedabad,London,0.62,0
AirAsia India,International,Legroom,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,9/2/2024,Kolkata,Dubai,0.6,0
Air India,International,Food,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,6/3/2024,Mumbai,Sydney,0.86,0
IndiGo,Domestic,Cabin Crew Service,"The flight had to make an emergency landing due to a technical failure. We were stuck on the tarmac for hours with no information on what was happening. The airline handled the situation poorly, causing a lot of frustration among passengers.",Emergency,1,4/13/2024,Kolkata,Singapore,0.04,0
Air India,International,Seat Comfort,"Absolutely terrible! The check-in process was a nightmare with long queues and inefficient staff. The flight was delayed, and there was no proper apology from the airline. The seats were cramped, and the in-flight entertainment was outdated. Highly disappointed.",Negative,2,4/24/2024,Chennai,Paris,0.34,0
AirAsia India,International,Overall Experience,"Absolutely terrible! The check-in process was a nightmare with long queues and inefficient staff. The flight was delayed, and there was no proper apology from the airline. The seats were cramped, and the in-flight entertainment was outdated. Highly disappointed.",Negative,3,12/9/2024,Delhi,London,0.34,0
Air India,International,Seat Comfort,"The worst experience ever! My flight was delayed for over 4 hours, and there was no proper communication from the airline staff. The seats were extremely uncomfortable, and there was barely any legroom. The food served was cold and tasteless, and the cabin crew was rude and unhelpful. I will never fly with this airline again!",Negative,3,4/10/2024,Pune,Singapore,0.3,1
IndiGo,International,Seat Comfort,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,10/9/2024,Hyderabad,Dubai,0.74,1
SpiceJet,International,Food,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,11/26/2024,Mumbai,Sydney,0.81,0
AirAsia India,International,Overall Experience,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,5,10/29/2024,Chennai,Singapore,0.62,0
Air India,International,Overall Experience,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,5/27/2024,Bangalore,London,0.93,0
AirAsia India,International,Overall Experience,"I had a very bad experience with this airline. My baggage was lost, and the staff didn't provide any assistance. The food was of poor quality, and the service was extremely slow. The cabin crew seemed indifferent to passenger needs. Would not recommend flying with them.",Negative,3,7/25/2024,Kolkata,Sydney,0.15,0
GoAir,International,Overall Experience,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,12/9/2024,Chennai,Bangkok,0.87,0
SpiceJet,Domestic,Punctuality,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,7/6/2024,Pune,Dubai,0.82,0
AirAsia India,Domestic,Seat Comfort,"The worst experience ever! My flight was delayed for over 4 hours, and there was no proper communication from the airline staff. The seats were extremely uncomfortable, and there was barely any legroom. The food served was cold and tasteless, and the cabin crew was rude and unhelpful. I will never fly with this airline again!",Negative,1,9/30/2024,Pune,Toronto,0.03,0
Air India,Domestic,Food,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,7/20/2024,Pune,New York,0.67,0
SpiceJet,Domestic,Food,"The worst experience ever! My flight was delayed for over 4 hours, and there was no proper communication from the airline staff. The seats were extremely uncomfortable, and there was barely any legroom. The food served was cold and tasteless, and the cabin crew was rude and unhelpful. I will never fly with this airline again!",Negative,2,7/22/2024,Mumbai,Singapore,0.15,0
GoAir,Domestic,Overall Experience,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,12/31/2024,Chennai,Dubai,0.83,0
Vistara,Domestic,Punctuality,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,1/9/2025,Kolkata,Bangkok,0.61,0
Vistara,International,Punctuality,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,3/11/2024,Mumbai,London,0.74,0
AirAsia India,Domestic,Food,"Absolutely terrible! The check-in process was a nightmare with long queues and inefficient staff. The flight was delayed, and there was no proper apology from the airline. The seats were cramped, and the in-flight entertainment was outdated. Highly disappointed.",Negative,2,9/28/2024,Chennai,Paris,0.13,0
SpiceJet,International,Punctuality,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,4/3/2024,Hyderabad,Paris,0.79,0
Vistara,Domestic,Seat Comfort,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,5,7/2/2024,Chennai,Bangkok,0.66,0
AirAsia India,International,Legroom,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,8/14/2024,Delhi,Toronto,0.61,0
SpiceJet,International,Seat Comfort,"The flight experience was amazing! The crew was extremely courteous and ensured all passengers were comfortable. The seats were spacious, and legroom was sufficient for a relaxing journey. Food was delicious, and the entertainment options kept me engaged throughout the flight. Highly recommend this airline!",Positive,4,10/18/2024,Bangalore,London,0.62,0
IndiGo,Domestic,Punctuality,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,7/5/2024,Chennai,Sydney,0.97,0
Vistara,Domestic,Food,"Absolutely terrible! The check-in process was a nightmare with long queues and inefficient staff. The flight was delayed, and there was no proper apology from the airline. The seats were cramped, and the in-flight entertainment was outdated. Highly disappointed.",Negative,3,4/6/2024,Ahmedabad,Paris,0.1,0
IndiGo,Domestic,Seat Comfort,"I had a very bad experience with this airline. My baggage was lost, and the staff didn't provide any assistance. The food was of poor quality, and the service was extremely slow. The cabin crew seemed indifferent to passenger needs. Would not recommend flying with them.",Negative,2,7/29/2024,Kolkata,Singapore,0.37,0
Vistara,Domestic,Seat Comfort,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,4,7/11/2024,Ahmedabad,New York,0.87,0
AirAsia India,Domestic,Legroom,"One of the best flights I've taken! The cabin crew was friendly and always ready to help. The plane was clean, and the seats were well-maintained. The flight took off and landed on time, making my journey hassle-free. Will definitely fly again with them!",Positive,4,12/7/2024,Hyderabad,Dubai,0.6,0
Air India,International,Punctuality,"I had a wonderful time flying with this airline. The check-in process was smooth, and the staff was very professional. My seat was comfortable, and I could stretch my legs easily. The food was freshly prepared, and the service was excellent. Overall, a fantastic experience!",Positive,5,5/4/2024,Delhi,London,0.61,0
